filepath,sign_id,subject_id,repetition,fps,frames,width,height
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_008_002.mp4,5,8,2,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_008_003.mp4,5,8,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_008_004.mp4,5,8,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_008_005.mp4,5,8,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_009_001.mp4,5,9,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_009_002.mp4,5,9,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_009_003.mp4,5,9,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_009_004.mp4,5,9,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_009_005.mp4,5,9,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_010_001.mp4,5,10,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_010_002.mp4,5,10,2,59.94,208,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_010_003.mp4,5,10,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_010_004.mp4,5,10,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_010_005.mp4,5,10,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_001_001.mp4,6,1,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_001_002.mp4,6,1,2,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_001_003.mp4,6,1,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_001_004.mp4,6,1,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_001_005.mp4,6,1,5,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_002_001.mp4,6,2,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_002_002.mp4,6,2,2,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_002_003.mp4,6,2,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_002_004.mp4,6,2,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_002_005.mp4,6,2,5,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_003_001.mp4,6,3,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_003_002.mp4,6,3,2,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_003_003.mp4,6,3,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_003_004.mp4,6,3,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_003_005.mp4,6,3,5,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_004_001.mp4,6,4,1,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_004_002.mp4,6,4,2,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_004_003.mp4,6,4,3,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_004_004.mp4,6,4,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_004_005.mp4,6,4,5,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_005_001.mp4,6,5,1,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_005_002.mp4,6,5,2,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_005_003.mp4,6,5,3,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_005_004.mp4,6,5,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_005_005.mp4,6,5,5,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_006_001.mp4,6,6,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_006_002.mp4,6,6,2,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_006_003.mp4,6,6,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_006_004.mp4,6,6,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_006_005.mp4,6,6,5,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_007_001.mp4,6,7,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_007_002.mp4,6,7,2,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_007_003.mp4,6,7,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_007_004.mp4,6,7,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_007_005.mp4,6,7,5,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_008_001.mp4,6,8,1,59.94,208,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_008_002.mp4,6,8,2,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_008_003.mp4,6,8,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_008_004.mp4,6,8,4,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_008_005.mp4,6,8,5,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_009_001.mp4,6,9,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_009_002.mp4,6,9,2,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_009_003.mp4,6,9,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_009_004.mp4,6,9,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_009_005.mp4,6,9,5,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_010_001.mp4,6,10,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_010_002.mp4,6,10,2,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_010_003.mp4,6,10,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_010_004.mp4,6,10,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_010_005.mp4,6,10,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_001_001.mp4,7,1,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_001_002.mp4,7,1,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_001_003.mp4,7,1,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_001_004.mp4,7,1,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_001_005.mp4,7,1,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_002_001.mp4,7,2,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_002_002.mp4,7,2,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_002_003.mp4,7,2,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_002_004.mp4,7,2,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_002_005.mp4,7,2,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_003_001.mp4,7,3,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_003_002.mp4,7,3,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_003_003.mp4,7,3,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_003_004.mp4,7,3,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_003_005.mp4,7,3,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_004_001.mp4,7,4,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_004_002.mp4,7,4,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_004_003.mp4,7,4,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_004_004.mp4,7,4,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_004_005.mp4,7,4,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_005_001.mp4,7,5,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_005_002.mp4,7,5,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_005_003.mp4,7,5,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_005_004.mp4,7,5,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_005_005.mp4,7,5,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_006_001.mp4,7,6,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_006_002.mp4,7,6,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_006_003.mp4,7,6,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_006_004.mp4,7,6,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_006_005.mp4,7,6,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_007_001.mp4,7,7,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_007_002.mp4,7,7,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_007_003.mp4,7,7,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_007_004.mp4,7,7,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_007_005.mp4,7,7,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_008_001.mp4,7,8,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_008_002.mp4,7,8,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_008_003.mp4,7,8,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_008_004.mp4,7,8,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_008_005.mp4,7,8,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_009_001.mp4,7,9,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_009_002.mp4,7,9,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_009_003.mp4,7,9,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_009_004.mp4,7,9,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_009_005.mp4,7,9,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_010_001.mp4,7,10,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_010_002.mp4,7,10,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_010_003.mp4,7,10,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_010_004.mp4,7,10,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_010_005.mp4,7,10,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_001_001.mp4,8,1,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_001_002.mp4,8,1,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_001_003.mp4,8,1,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_001_004.mp4,8,1,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_001_005.mp4,8,1,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_002_001.mp4,8,2,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_002_002.mp4,8,2,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_002_003.mp4,8,2,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_002_004.mp4,8,2,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_002_005.mp4,8,2,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_003_001.mp4,8,3,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_003_002.mp4,8,3,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_003_003.mp4,8,3,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_003_004.mp4,8,3,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_003_005.mp4,8,3,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_004_001.mp4,8,4,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_004_002.mp4,8,4,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_004_003.mp4,8,4,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_004_004.mp4,8,4,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_004_005.mp4,8,4,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_005_001.mp4,8,5,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_005_002.mp4,8,5,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_005_003.mp4,8,5,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_005_004.mp4,8,5,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_005_005.mp4,8,5,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_006_001.mp4,8,6,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_006_002.mp4,8,6,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_006_003.mp4,8,6,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_006_004.mp4,8,6,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_006_005.mp4,8,6,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_007_001.mp4,8,7,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_007_002.mp4,8,7,2,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_007_003.mp4,8,7,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_007_004.mp4,8,7,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_007_005.mp4,8,7,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_008_001.mp4,8,8,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_008_002.mp4,8,8,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_008_003.mp4,8,8,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_008_004.mp4,8,8,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_008_005.mp4,8,8,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_009_001.mp4,8,9,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_009_002.mp4,8,9,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_009_003.mp4,8,9,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_009_004.mp4,8,9,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_009_005.mp4,8,9,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_010_001.mp4,8,10,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_010_002.mp4,8,10,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_010_003.mp4,8,10,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_010_004.mp4,8,10,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_010_005.mp4,8,10,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_001_001.mp4,9,1,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_001_002.mp4,9,1,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_001_003.mp4,9,1,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_001_004.mp4,9,1,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_001_005.mp4,9,1,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_002_001.mp4,9,2,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_002_002.mp4,9,2,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_002_003.mp4,9,2,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_002_004.mp4,9,2,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_002_005.mp4,9,2,5,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_003_001.mp4,9,3,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_003_002.mp4,9,3,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_003_003.mp4,9,3,3,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_003_004.mp4,9,3,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_003_005.mp4,9,3,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_004_001.mp4,9,4,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_004_002.mp4,9,4,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_004_003.mp4,9,4,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_004_004.mp4,9,4,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_004_005.mp4,9,4,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_005_001.mp4,9,5,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_005_002.mp4,9,5,2,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_005_003.mp4,9,5,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_005_004.mp4,9,5,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_005_005.mp4,9,5,5,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_006_001.mp4,9,6,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_006_002.mp4,9,6,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_006_003.mp4,9,6,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_006_004.mp4,9,6,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_006_005.mp4,9,6,5,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_007_001.mp4,9,7,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_007_002.mp4,9,7,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_007_003.mp4,9,7,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_007_004.mp4,9,7,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_007_005.mp4,9,7,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_008_001.mp4,9,8,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_008_002.mp4,9,8,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_008_003.mp4,9,8,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_008_004.mp4,9,8,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_008_005.mp4,9,8,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_009_001.mp4,9,9,1,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_009_002.mp4,9,9,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_009_003.mp4,9,9,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_009_004.mp4,9,9,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_009_005.mp4,9,9,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_010_001.mp4,9,10,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_010_002.mp4,9,10,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_010_003.mp4,9,10,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_010_004.mp4,9,10,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_010_005.mp4,9,10,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_001_001.mp4,10,1,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_001_002.mp4,10,1,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_001_003.mp4,10,1,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_001_004.mp4,10,1,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_001_005.mp4,10,1,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_002_001.mp4,10,2,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_002_002.mp4,10,2,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_002_003.mp4,10,2,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_002_004.mp4,10,2,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_002_005.mp4,10,2,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_003_001.mp4,10,3,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_003_002.mp4,10,3,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_003_003.mp4,10,3,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_003_004.mp4,10,3,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_003_005.mp4,10,3,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_004_001.mp4,10,4,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_004_002.mp4,10,4,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_004_003.mp4,10,4,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_004_004.mp4,10,4,4,59.94,88,1920,1080
